Phrase,Sentiment
failure terrible bad,Negative
angry weak frustrated,Negative
failure disappointing terrible frustrated,Negative
disappointing angry,Negative
inspired brilliant,Positive
basic normal adequate standard,Neutral
average typical regular,Neutral
terrible horrible poor,Negative
normal standard,Neutral
strong excellent,Positive
inspired strong happy creative,Positive
sufficient standard usual,Neutral
wonderful creative strong excellent,Positive
common adequate typical,Neutral
disappointing horrible weak,Negative
average sufficient standard regular,Neutral
weak frustrated,Negative
angry bad terrible,Negative
common typical adequate standard,Neutral
sad frustrated weak,Negative
typical average sufficient,Neutral
excellent inspired,Positive
angry horrible,Negative
disappointing sad weak,Negative
average typical sufficient,Neutral
usual typical,Neutral
strong excellent successful,Positive
angry sad,Negative
basic standard,Neutral
normal basic sufficient,Neutral
average sufficient common,Neutral
weak poor,Negative
frustrated terrible weak failure,Negative
basic standard usual sufficient,Neutral
average basic,Neutral
weak disappointing,Negative
adequate sufficient usual regular,Neutral
terrible angry disappointing,Negative
excellent brilliant strong,Positive
joyful successful,Positive
failure weak disappointing,Negative
strong joyful brilliant,Positive
normal adequate,Neutral
weak angry,Negative
poor angry disappointing sad,Negative
sufficient common typical basic,Neutral
basic regular typical sufficient,Neutral
good successful creative,Positive
joyful successful wonderful strong,Positive
strong wonderful creative,Positive
wonderful successful happy brilliant,Positive
successful wonderful happy brilliant,Positive
frustrated weak poor disappointing,Negative
standard sufficient,Neutral
angry weak terrible,Negative
good inspired creative,Positive
terrible sad,Negative
successful wonderful good,Positive
common regular,Neutral
typical usual regular sufficient,Neutral
angry horrible weak,Negative
sad disappointing,Negative
adequate average usual,Neutral
standard basic sufficient,Neutral
typical standard basic,Neutral
strong excellent happy,Positive
successful good inspired,Positive
angry sad,Negative
bad weak,Negative
wonderful excellent happy joyful,Positive
successful happy,Positive
usual standard,Neutral
excellent good wonderful,Positive
basic typical adequate average,Neutral
strong creative joyful,Positive
typical usual,Neutral
typical usual,Neutral
happy brilliant creative,Positive
common sufficient adequate typical,Neutral
average regular,Neutral
disappointing horrible,Negative
successful happy inspired good,Positive
happy good brilliant,Positive
typical basic sufficient,Neutral
wonderful inspired,Positive
typical basic,Neutral
strong brilliant wonderful,Positive
creative strong joyful,Positive
good wonderful excellent,Positive
frustrated sad disappointing,Negative
happy brilliant,Positive
poor sad failure,Negative
angry sad terrible,Negative
usual typical common regular,Neutral
bad terrible,Negative
basic sufficient common,Neutral
angry horrible frustrated,Negative
frustrated weak failure horrible,Negative
sad failure,Negative
good joyful wonderful creative,Positive
failure horrible terrible,Negative
happy good successful,Positive
terrible weak failure disappointing,Negative
poor failure sad terrible,Negative
disappointing weak sad failure,Negative
poor bad,Negative
usual common basic adequate,Neutral
failure frustrated terrible disappointing,Negative
normal sufficient adequate typical,Neutral
standard sufficient adequate usual,Neutral
successful happy joyful,Positive
angry bad,Negative
angry frustrated poor weak,Negative
usual average sufficient adequate,Neutral
adequate common average regular,Neutral
sufficient common,Neutral
sufficient adequate basic,Neutral
adequate normal average,Neutral
normal common,Neutral
disappointing terrible poor,Negative
horrible angry,Negative
strong brilliant creative inspired,Positive
disappointing bad frustrated,Negative
bad weak failure horrible,Negative
brilliant successful inspired,Positive
horrible terrible,Negative
terrible failure,Negative
regular common,Neutral
joyful creative happy,Positive
normal usual typical,Neutral
successful joyful strong,Positive
usual basic,Neutral
poor weak terrible failure,Negative
bad horrible failure,Negative
good excellent successful wonderful,Positive
usual common average normal,Neutral
successful inspired,Positive
normal average usual sufficient,Neutral
successful good,Positive
weak bad horrible failure,Negative
terrible disappointing horrible poor,Negative
happy strong brilliant,Positive
terrible bad weak,Negative
regular usual sufficient adequate,Neutral
standard adequate average,Neutral
horrible failure,Negative
failure bad terrible disappointing,Negative
angry failure,Negative
frustrated bad,Negative
adequate normal average sufficient,Neutral
poor terrible bad,Negative
regular adequate average,Neutral
usual common,Neutral
terrible angry bad,Negative
horrible disappointing failure weak,Negative
regular standard,Neutral
frustrated poor sad terrible,Negative
usual regular common typical,Neutral
successful excellent inspired,Positive
poor failure,Negative
normal common adequate,Neutral
average basic,Neutral
angry poor sad,Negative
standard basic sufficient,Neutral
joyful wonderful inspired creative,Positive
average usual normal,Neutral
disappointing sad failure,Negative
bad poor frustrated weak,Negative
typical usual normal,Neutral
basic average sufficient,Neutral
adequate normal usual,Neutral
happy joyful excellent,Positive
regular typical normal sufficient,Neutral
successful strong inspired wonderful,Positive
creative inspired successful,Positive
inspired brilliant,Positive
good excellent strong,Positive
excellent good brilliant,Positive
inspired strong,Positive
sufficient usual,Neutral
normal sufficient average common,Neutral
adequate typical,Neutral
creative brilliant successful,Positive
terrible failure,Negative
angry terrible failure bad,Negative
horrible disappointing bad failure,Negative
usual sufficient,Neutral
weak frustrated,Negative
disappointing bad,Negative
common average typical,Neutral
joyful successful good happy,Positive
weak bad,Negative
disappointing terrible failure poor,Negative
successful good creative happy,Positive
failure horrible,Negative
wonderful excellent strong creative,Positive
angry weak,Negative
sufficient normal,Neutral
regular normal,Neutral
common standard typical sufficient,Neutral
standard usual,Neutral
sufficient standard adequate,Neutral
sufficient regular basic,Neutral
typical standard regular,Neutral
regular adequate typical,Neutral
average sufficient typical,Neutral
sad frustrated,Negative
poor sad bad weak,Negative
creative happy,Positive
successful good happy brilliant,Positive
failure angry,Negative
average adequate sufficient standard,Neutral
usual adequate,Neutral
usual regular,Neutral
basic normal adequate,Neutral
frustrated bad sad,Negative
inspired happy wonderful,Positive
joyful good excellent wonderful,Positive
strong brilliant happy inspired,Positive
failure sad,Negative
wonderful joyful good happy,Positive
successful good joyful happy,Positive
failure sad horrible,Negative
normal regular,Neutral
adequate average,Neutral
terrible frustrated angry disappointing,Negative
typical sufficient,Neutral
strong wonderful,Positive
inspired happy creative brilliant,Positive
excellent brilliant strong,Positive
failure sad,Negative
inspired strong happy,Positive
terrible horrible weak sad,Negative
common regular standard,Neutral
weak terrible,Negative
adequate sufficient regular standard,Neutral
frustrated angry disappointing,Negative
weak poor,Negative
regular standard,Neutral
happy joyful,Positive
usual standard regular,Neutral
angry horrible,Negative
wonderful good,Positive
normal usual,Neutral
angry sad frustrated terrible,Negative
strong brilliant successful,Positive
frustrated terrible,Negative
sad disappointing,Negative
failure bad weak angry,Negative
sufficient standard,Neutral
typical regular common usual,Neutral
brilliant successful,Positive
angry sad bad weak,Negative
good wonderful,Positive
angry bad failure,Negative
excellent happy,Positive
average common adequate regular,Neutral
failure terrible,Negative
adequate regular normal,Neutral
poor sad frustrated angry,Negative
joyful successful wonderful creative,Positive
sad angry weak,Negative
bad weak poor sad,Negative
strong wonderful inspired creative,Positive
disappointing angry horrible,Negative
creative inspired good,Positive
sad poor angry,Negative
weak terrible poor,Negative
creative wonderful joyful happy,Positive
adequate normal,Neutral
regular typical,Neutral
creative good,Positive
successful creative wonderful,Positive
frustrated horrible terrible bad,Negative
terrible horrible sad,Negative
brilliant successful,Positive
good strong inspired,Positive
common typical standard,Neutral
terrible sad,Negative
joyful creative,Positive
poor weak,Negative
failure angry,Negative
weak sad disappointing frustrated,Negative
adequate average basic,Neutral
angry bad,Negative
strong excellent brilliant,Positive
